label,event,target_text,response_text
oppose,Iran_Deal,"I attended the WHCD last night. Donald Trump has so poisoned the atmosphere by attacking the disabled, gold star parents, Muslims, Mexicans, Blacks, women, the press, the rule of law that a comedian who simply tells the truth is offensive? She’s joking. He’s not.","@robreiner Hey meathead, share ur opinion of Obama’s Iran deal.   Then we can talk about ur bs issues with Trump. Obama should be in jail for treason based on the Iran deal alone."
neutral,General_Terms,Holocaust denial though is a-okay https://t.co/FvWtkHBgxd,@NocturneRose The amount of money they're spending on this shit must be astronomical and it's all wasted on the people they'd like to persuade to come back because they know it's bullshit
neutral,Iran_Deal,'No rhetoric is required': Here's John Kerry response to Trump's Iran deal decision https://t.co/FekQhdeoOl https://t.co/RbeOdCmFdY,@jilevin A deal with the most lying and murderous regime of the world. A deal with a ridiculous sunset in 7 years. A deal which outcome was the injection of assets to build the ballistic capabilities for a Nuke. A deal that gave Iran regional hegemony in his by proxy wars. Are you insane?
concur,Student_Marches,'Haunting' school shooter drills become the new normal in US schools-A “Gift” from the NRA and the #GOPWhores the Gun Industry Owns. https://t.co/6JpFejUf4T,This is bullshit! It's just catering to the NRA and anyone who wants to commit murder using the 2nd amendment! https://t.co/NhoZB4JCBb
oppose,Iran_Deal,".@Zac_Petkanas: ""It is incorrect to say that there were no concessions for these prisoners to be released."" #Outnumbered https://t.co/1OymdPT01V",@FoxNews @Zac_Petkanas Zac spreads liberal lies! Ship him to Iran!
oppose,Student_Marches,,@NRA You. Are. Lying. Stop it.
oppose,Iran_Deal,"Iranian Quds force fired 20 rockets towards forward IDF positions on Golan Heights. Several rockets intercepted. No Israeli casualties.
The IDF views this Iranian attack with severity. More to follow","Such good fabricators!

Lie about Iran nuke program.
Get Trump to violate the agreement.
Blame an attack on Iranian forces. https://t.co/ywvvm1ViBy"
neutral,General_Terms,"Our vision is of an open, prosperous and stable Zimbabwe for all.

This election is about who can lead us there!

7 days to go! https://t.co/bwKxGrRov4","@edmnangagwa @edmnangagwa couldn't have said it any better, ""THIS ELECTION IS ABOUT WHO CAN LEAD US ...""
Don't let's chamisa's lies outwit you into wasting your votes.
ED is the man, ED has the vision, ED CAN LEAD US!
#VoteED #15PFEE #EDhasmyvote"
concur,Santa_Fe_Shooting,,#RT All the Fake Stuff Flows from  #FaceBook  My Republican X friends on FB. not sure why?    #TheResistance  #BluesWithMcCain https://t.co/L4RSdcok84
neutral,General_Terms,Laejah don’t fuck wit me no more fuck this bitch 🙃,delete this bullshit right now https://t.co/XCjSMMZXPA
concur,Student_Marches,Nothing outrages me more than hearing the NRA attacking high schoolers. Then it occurred to me: the NRA is attacking these students because they’re scared of them. Turn it up. #NeverAgain,Absolutely. The right is becoming hysterical and spreading the nastiest lies about kids who lived through a trauma that no one mentions. And in the meantime trump discusses his legal team with us. https://t.co/CCovTtMe3O
concur,General_Terms,"Former Congresswoman Elizabeth Holtzman, a drafter of the Refugee Act of 1980, resigns from the Homeland Security Advisory Committee.  This is a powerful read: https://t.co/PrUBHrXDYo",Wow. Still can't believe some people say this is fake news. People have to give up their career to try and save babies. https://t.co/V18H2DdK2o
neutral,Santa_Fe_Shooting,,🧐 it’s getting really hard to not think these things are fabricated anymore. Y’all some FBI agents with mass shooters but trump has been investigated for 2 years now. https://t.co/qqHESNCL4m
neutral,Santa_Fe_Shooting,"Thank you @realDonaldTrump and @VP Mike Pence for making the @NRA meeting the BIGGEST and BEST in our 147 year history!! 87,174 patriots gathered last weekend to celebrate American Freedom! #MAGA #2A https://t.co/VxWstdUleY",@ChrisCoxNRA @realDonaldTrump @VP @NRA Chris Cox thinks dead children are ok but fake blood on his doorstep is terrorism. Wahh wahh wahh... poor Chris.
concur,General_Terms,"i just know that brockhampton hangout seshes are just them smoking weed, cuddling, and making out on thick area rugs with a lot of throw pillows",where is the lie https://t.co/7RglFdE6jV
concur,Iran_Deal,"The Democrats have a rough time hiding all their corruption from the public... 

Obama lied about Iran.

Loretta Lynch lied about her tarmac meeting.

Comey lied under oath.

McCabe lied under oath.

Hillary lied about Benghazi.

Eric Holder lied about Fast &amp; Furious.","Dims lie
It’s in their DNA https://t.co/967SvgGtph"
oppose,Santa_Fe_Shooting,A review of 130 studies in 10 countries published in Epidemiologic Reviews found that new legal restrictions on owning and purchasing guns tended to be followed by a drop in gun violence a strong indicator that restricting access to firearms can save lives https://t.co/mCLy2XnEfk,@schoolwalkoutUS False. When there is a chance of gun control or rise in gun prices more people buy guns. More of a chance of gun violence. Restrictions won't help.
neutral,Iran_Deal,To summarize this week's absurdity: the same people who've always opposed the Iran Deal argue it should be scrapped even though Iran is complying because of something Iran did before the Deal (and its inspections regime) was put in place to prevent Iran from doing those things,“Who ya going to trust? #Iran or your own lying eyes?!?” https://t.co/QEbmggmwhp
oppose,Iran_Deal,,Lying Corrupt American Hater and Obama Bitch Boy @brhodes shows the world what yet again what a Piece of Shit he really is!! https://t.co/XS2SWBU5fI
concur,Santa_Fe_Shooting,,"We don’t have to live this way.

It defies common sense. The Constitution protects gun control. There is no reason we shouldn’t have #GunControlNow https://t.co/zXPDSQuNkr"
neutral,Santa_Fe_Shooting,Perhaps due to the swampy weather in DC lately. 😊 There’s a sinkhole in the North Lawn of the White House. 📸 @MarkWalzCNN https://t.co/m5AeDRDsvn,"@Acosta @MarkWalzCNN Good , this is a sign our President is draining the swamp!!!!#Fakenews#MAGA#NRA"
neutral,General_Terms,Fake bots on Twitter. Fake volume on exchanges. Is anything even real anymore!?,"@nlw Fake news, fake history, fake males, fake females..."
concur,Iran_Deal,,The Obama administration was built on lies. Hillary campaign built on lies. Clintons whole political career built on lies. Liberal agenda built on lies. I t I'm starting to see a trend. https://t.co/yM4LPWFFhs
concur,General_Terms,Why do dudes message me on a message app asking to message on another message app. Like what's the difference.,"@Sophiepuddle yo i never understood this with girls either like ""hehe let's talk on X"" bitch what the fuck is wrong with tinder its been fine for a fckin week"
oppose,General_Terms,"In total, McCain crashed 5 planes within a 10 year period while in the Navy.

Additionally, the intelligence he had given to Vietnam led to 60+ American planes being shot down.

""I'm a war criminal. I killed innocent women and children."" ~McCain, 60 Minutes Interview, 1997. https://t.co/SHd5XfhZ4t",@Robby12692 @Stonewoodforge This is a lie.
concur,Iran_Deal,The money we gave back to Iran was THEIR money. No one bothered to mention this @MeghanMcCain @WhoopiGoldberg @TheView @JoyVBehar  https://t.co/C3xoaXrFzh,"@arendabdoory @MeghanMcCain @WhoopiGoldberg @TheView @JoyVBehar Before you jump to a conclusion, the report that Obama bribed Iran was FALSE"
concur,General_Terms,"Last week I texted my wife to meet me for dinner at 6PM at Outback Steakhouse.

Soon after, I realized that I meant to say 7PM, but unlike Trump I didn't wait 24 hours to correct this crucial mistake.

You have to be a complete moron to believe the White House's story.",@krassenstein @PurpleButter845 I was just glad to see he wasn't lying to the public in that tired ass blue suit.
concur,Iran_Deal,The man who cried wolf too often. Netanyahu has been lying to the American people for the past two decades. Don't believe Netanyahu's latest scam about Iran possessing WMDs. https://t.co/AuG1Gvs79C,Lying Yahoo https://t.co/bc9v9wkWdn
neutral,General_Terms,With @KyleKashuv this morning for @TPUSA high school leadership summit to talk about #2A and #RTKBA ! https://t.co/cKoBEvgGva,Absolutely PATHETIC to hear high school students incited into chanting Lock Her UP when NOT ONE DAMN THING was ever PROVED against Clinton! I hope she SUES all your rear ends for defamation. Lying crooks! https://t.co/wcoMG0ePDZ
neutral,Student_Marches,‘Done Hiding’: Students Lead Huge Rallies for Gun Control Across the U.S. https://t.co/FN6yU1G5CO,"@nytimes Leftists, socialist, communist,fake liberals democrats gang of sour grapes bad losers from #WomensMarch to #MarchForOurLives to #Antifa... Leftists always only protests all over the world @CNN @NBCNews @washingtonpost promoting leftists democrats https://t.co/j6qFHs5lmQ"
neutral,General_Terms,Missed last night's episode? The ITV Hub is your only destination for all the Love Island drama! ✈️Catch up now: https://t.co/hYzM63FvH4 https://t.co/6iVRwnAqg9,"@LoveIsland @MarcellaRana
The lie detector will tell us that Wes, Josh, old and new Jack and Paul will all be tempted by new girls in the outside world. That leaves Alex but I won’t go into that!"
neutral,General_Terms,I was today years old when i found out in That 70s show Fes stands for foreign exchange student. Fes isn’t his actual name they literally just call him foreign exchange student.,My whole life is A LIE https://t.co/CZcLtua9wc
concur,Santa_Fe_Shooting,,Da fuq is wrong with the people? https://t.co/Av0NtcnGn4
oppose,Iran_Deal,"Withdrawing from the Iran deal makes the United States, and the world, less secure.","@MarkWarner False! Congress didn't vote on this ""deal."" It was just another illegal Obama deed that put the whole world in danger! Iran lies openly &amp; based on intel reports, they WERE developing nuclear weapons &amp; spreading terrorism throughout the middle east! @POTUS @AmbJohnBolton"
concur,Student_Marches,"“Passing a law like the assault weapons ban is a symbolic move. Its only real justification is not to reduce crime but ... in preparation for their ultimate confiscation.” This is the goal of Oregon’s Initiative Petition 43. #DefendTheSecond #2A #NRA 
https://t.co/DLVMQDjUC3","@NRA The Democratic Party is so FULL of lies and misinformation on Gun's,they have No idea of what they are talking about. This is about taking freedom and control of the population."
